tract,medhhinc,medhhinc_se2
06065043311,53068,66078614.94258183
06065043312,44273,9547912.158978576
06065043313,34758,7867257.6934802905
06065043314,54866,27535379.01534539
06065043315,77708,81559015.89970529
06065043316,36010,8187599.523286001
06065043317,59526,8949008.601177003
06065043401,34022,5056346.85562772
06065043403,28036,41389081.401686974
06065043404,24211,20192593.933906745
06065043405,21502,2726011.7700316883
06065043503,26327,11195024.436211785
06065043504,56392,9157522.195840761
06065043505,31594,6829722.933084505
06065043506,45755,10100418.141000176
06065043507,32200,9454223.076283477
06065043508,42595,40602848.828078076
06065043509,48497,12651103.00163524
06065043512,50142,20318446.799271993
06065043513,42500,20078026.25622454
06065043517,63988,19120018.846832532
06065043601,31569,3949099.1398823
06065043602,32823,15714356.29752127
06065043701,37150,24902830.16601842
06065043702,42725,12078265.7218614
06065043703,43750,40355318.225071825
06065043802,62036,67509448.73014848
06065043807,55417,35978118.82743138
06065043809,51331,42356754.27980156
06065043810,66849,11518699.568555353
06065043811,56842,53392115.74172448
06065043812,45169,3226882.604558347
06065043813,40323,48389149.76764812
06065043814,40800,13999879.89763583
06065043818,84375,152541269.5743757
06065043820,70536,103581660.92331001
06065043821,69535,69704735.174287
06065043822,71164,32840912.038876213
06065043823,112117,24600393.93575447
06065043900,48835,21384299.479864378
06065044000,45500,9691204.25716688
06065044101,35e3,23397362.921628583
06065044102,34560,7860438.835561385
06065044103,39732,23174420.41370645
06065044104,55250,68110152.71477534
06065044200,31796,14551094.317310447
06065044300,44464,16190227.732559752
06065044402,69167,154802002.56834286
06065044403,42232,34291881.63450079
06065044404,57679,120893032.76946814
06065044405,67083,43576050.11040179
06065044505,40972,20914636.41318909
06065044507,34750,47513574.70828984
06065044509,23227,14476984.137249283
06065044510,24962,9736676.12087841
06065044515,35119,6034563.982224849
06065044516,39828,10628789.091009874
06065044517,66518,21053872.00783437
06065044518,42813,17875675.575798444
06065044520,40417,85987570.698718607
06065044521,35694,19056276.6419379
06065044522,30556,22540848.6617825
06065044602,45855,31088250.847645532
06065044604,56838,33435812.30772074
06065044605,42294,26970500.642085712
06065044606,48081,46248267.84674939
06065044701,39866,12781168.318844061
06065044702,31761,4332471.429495292
06065044804,42353,37436544.37782356
06065044805,59764,25378320.229857445
06065044806,32750,30946055.930747125
06065044807,42961,39068199.296015374
06065044904,55779,8706983.860089984
06065044907,34121,4885577.923337736
06065044911,54107,42009310.33527037
06065044915,32982,5640985.948023393
06065044916,44531,29074712.909156416
06065044917,70833,73313153.05660516
06065044918,72571,26856967.322918307
06065044919,44474,12116324.128564961
06065044921,83750,663790587.3005608
06065044922,76698,80573814.35869958
06065044923,60089,71461585.16643415
06065044924,62104,25225429.920270506
06065044925,56458,66415068.596927226
06065044926,38703,10740063.746639444
06065044927,55448,5443498.859027539
06065044928,81797,53019644.68177492
06065044929,61860,89909592.113894
06065044930,62018,51577718.60939939
06065044931,43871,16977405.604161087
06065044932,73090,150655105.18195507
06065045000,39792,13927188.773200544
06065045103,46025,9721507.007511016
06065045108,44239,47656150.99638769
06065045109,59028,48346871.88773201
06065045110,54321,28228711.855951067
06065045114,88144,56208974.0486507
06065045115,92824,66911405.47482008
06065045116,47e3,35505660.147263974
06065045117,63684,43632248.778189406
06065045118,32057,17198541.772526123
06065045119,69259,32444970.020602178
06065045120,46939,42737415.95144168
06065045121,80280,144364972.60742232
06065045122,96048,43994390.66527471
06065045123,86382,274430946.1294704
06065045124,53832,70294717.89802384
06065045125,102422,184662490.55348715
06065045207,30570,9736676.12087841
06065045209,31159,6934978.058221931
06065045212,49602,69400547.29723488
06065045213,54012,16777614.397501875
06065045214,70352,97811498.78511839
06065045215,92461,108413035.35628828
06065045216,62024,65772593.0100424
06065045217,47548,24510023.373767793
06065045222,61563,61725141.48982364
06065045224,58050,49085143.33755232
06065045226,53809,77012627.74734157
06065045228,82882,26586718.15670587
06065045233,57500,105408605.24200627
06065045302,42024,39548424.349368535
06065045303,23884,2556110.9006753447
06065045304,82500,119506763.24128564
06065045501,40767,23674583.93769459
06065045502,26979,22911789.80238542
06065045604,27306,28003076.4682514
06065045605,31954,5341858.999824465
06065045606,64423,68451732.70756923
06065045608,141750,134278080.94899344
06065045609,28398,3886530.6122448975
06065045703,32706,4352740.274018163
06065045704,24004,6979874.908768398
06065045705,32091,3043911.2720688093
06065045706,28494,4112636.062120638
06065045707,35136,26006899.788435064
06065045900,43882,82594395.83891502
06065046101,41016,21961615.653957374
06065046102,21e3,27414295.507247712
06065046103,70734,49452101.883759394
06065046200,30676,40108544.4517327
06065046401,65256,206677765.72648072
06065046402,39821,24425827.55148234
06065046403,53013,48473760.95934073
06065046404,59904,31203599.74501344
06065046405,67292,89001158.89542781
06065046500,20394,10123615.26593435
06065046601,96250,294398841.47411793
06065046602,103641,87334421.8918894
06065046700,49014,23473877.735793274
06065046800,58523,51708776.156909116
06065046900,41923,57197727.66326992
06065047000,50331,196937288.08861706
06065047201,22938,4789312.7373176515
06065047202,36771,45507121.70064948
06065047900,109481,40889999.53806783
06065048100,112862,80650226.43914966
06065048200,85726,100036477.49004535
06065048300,71442,135549044.81665912
06065048700,93125,87425341.96838535
06065048800,55917,34455829.49159746
06065048901,57813,20181668.683770474
06065048902,42026,4794635.674097616
06065049000,91445,19237155.97601648
06065049100,60969,30756969.724965587
06065049400,56089,28073892.88716845
06065049500,36539,13184183.072957566
06065049600,81064,35599902.07037999
06065049700,120976,184315698.85717982
06065049800,52134,9702562.24535989
06065050300,93160,50405683.98296394
06065050400,85846,22241688.084921606
06065050500,80562,9585517.13306418
06065050600,81157,88497196.07172884
06065050700,96292,43865457.6362007
06065050900,73536,23315102.040816326
06065051100,73949,66961140.787686735
06065051200,62317,109428133.14732864
06065051300,44929,61945033.39769588
06065051400,53512,33183202.668120213
06065940100,33750,49085143.33755232
06065940400,41983,32106518.23246274
06065940500,76484,105695898.59665005
06065940600,74423,20312966.80555427
06065940700,54737,4917879.177021647
06065940800,54653,11223518.260178676
06065940900,52955,4284522.500715995
06065941000,38491,14676584.288763037
06065941100,39054,1982190.112803836
06065941200,65917,22138598.128250852
06065941300,56e3,19784920.316700693
06065941400,40026,12184131.336554538
06065941500,65777,13428103.583669774
06065980004,.,.
06065981000,.,.
06067000100,99605,69806278.95159875
06067000200,105119,80912485.65700614
06067000300,104732,65251039.43976867
06067000400,57832,43111797.19330013
06067000500,55053,58911457.2112231
06067000600,23618,41922672.9243078
06067000700,12426,950773.1820659455
06067000800,71719,164931172.4762336
06067001101,32639,39732138.83833298
06067001200,37083,22362262.358995207
06067001300,50268,4594442.401677738
06067001400,40231,16170665.459483929
06067001500,97528,11374730.093033139
06067001600,103492,145697373.82322782
06067001700,56776,140159689.95112756
06067001800,56466,18776021.655380122
06067001900,47788,23291625.53930581
06067002000,38125,9973309.559224322
06067002100,55034,61954602.784527116
06067002200,30955,5437827.071072884
06067002300,112670,24799794.532570835
06067002400,129976,121508740.31097272
06067002500,112321,102028420.28436546
06067002600,81444,51822493.87939875
06067002700,34796,46828853.76151365
06067002800,40781,9157522.195840761
06067002900,59097,23515129.756746516
06067003000,62045,50483400.559861794
06067003101,52794,63088979.591836736
06067003102,50603,54742007.557210304
06067003202,34583,44042789.33121461
06067003203,37277,17431259.504254393
06067003204,35885,10767972.94925213
06067003300,78419,45089796.287913084
06067003400,63015,53134794.02444545
06067003501,48594,85874866.64018255
06067003502,56825,24233923.929010265
06067003600,39340,32203037.665949136
06067003700,30712,8344898.513502277
06067003800,49630,5177353.867758057
06067003900,66691,22970022.819449194
06067004001,56484,23016662.447686184
06067004004,87652,48422985.375227496
06067004005,67458,15146055.191655658
06067004006,53500,26850666.937666874
06067004008,81771,62895988.02671816
06067004009,71379,75928181.00350143
06067004010,48355,38901192.708862625
06067004011,111172,75737606.26749568
06067004012,118125,143096861.26329207
06067004100,33162,20072578.782531574
06067004201,51563,17421108.821980577
06067004202,41471,8076653.024269917
06067004203,34615,13113644.182888186
06067004300,47662,7239207.3243964845
06067004401,37074,16356984.50679502
06067004402,24444,36497757.41170167
06067004501,29012,5739592.575826166
06067004502,30690,7674078.768673607
06067004601,29872,10372706.830129065
06067004602,34835,6306357.480067627
06067004701,30787,10612940.01348842
06067004702,33623,6061473.933167653
06067004801,37292,23810840.25461701
06067004802,38288,36578598.128250845
06067004903,35189,13290346.171968108
06067004904,55086,15507796.121617502
06067004905,42595,16327494.75706987
06067004906,41850,21859177.57596474
06067005001,37946,14352352.250995463
06067005002,35217,5915688.5098992055
06067005101,30295,11775953.658964716
06067005102,42629,55772295.156179264
06067005201,16947,12933751.905470202
06067005202,69038,51927574.94849456
06067005204,72950,31496318.03106032
06067005205,32037,17072720.68809416
06067005301,13429,5886154.414685747
06067005402,42061,31400864.367476285
06067005403,60694,56922209.144409224
06067005404,86675,89449049.43598083
06067005502,29808,6148591.014495431
06067005505,26181,25347705.213366468
06067005506,31856,62616675.381786935
06067005508,43083,43103814.63585887
06067005509,31899,8732114.817860145
06067005510,40870,8692639.572805129
06067005601,38950,103693055.68130377
06067005605,51433,9725298.177215656
06067005606,65203,33029301.650945578
06067005701,88563,28819601.075378094
06067005702,133375,64575146.571077496
06067005801,80313,151237664.10140336
06067005803,118378,272721632.6530612
06067005804,106250,252104899.62213945
06067005901,77105,82119954.17632873
06067005903,36500,27002080.1729474
06067005904,58322,9824128.010642918
06067006002,45762,89276650.8069955
06067006003,38750,16887353.221053023
06067006004,82426,184629448.73014846
06067006101,39054,44002455.26186935
06067006102,31447,1434170.046470376
06067006201,26256,2638402.8233294226
06067006202,34773,5100183.849003612
06067006300,33603,11642822.590330835
06067006400,37627,16165776.738943655
06067006500,38067,6370637.374008
06067006600,33167,26025503.829417687
06067006701,47273,23721933.09374451
06067006702,38554,10924130.043144464
06067006800,24385,5951226.984229636
06067006900,26250,51568987.35229718
06067007001,44309,41295272.95571919
06067007004,46389,19098759.61973744
06067007007,51807,8482434.93685387
06067007010,61053,11842803.004406832
06067007011,54142,20543762.899455838
06067007012,57e3,43551976.05343631
06067007013,58125,20181668.683770474
06067007014,51653,15931987.324581258
06067007015,62583,42135488.03133748
06067007016,76148,50164281.926441915
06067007017,73438,87630085.08790569
06067007018,58958,81471200.0073909
06067007019,23148,8253832.096894893
06067007020,84826,98860408.16326532
06067007101,103958,1152200088.3214312
06067007102,78571,29278296.02461175
06067007103,74280,40409400.87397566
06067007104,96345,34398759.8045103
06067007105,79500,86111630.52817325
06067007106,97995,20378775.510204084
06067007107,115417,64233647.5087998
06067007202,54183,24576278.859212313
06067007204,58315,15407414.565645183
06067007206,60956,51072527.41567428
06067007207,56699,11626234.421337571
06067007208,60551,6909387.75510204
06067007209,55106,25654686.85618204
06067007301,36830,14802613.057898577
06067007402,48357,9387052.965142598
06067007403,52670,13868266.553339306
06067007406,40678,12876972.311785737
06067007413,36563,17732034.626435455
06067007414,46425,27880967.840282332
06067007415,64280,19860703.799854033
06067007416,47976,15690267.45872636
06067007417,76287,65162679.945676774
06067007421,89591,31845267.13537384
06067007422,48073,48211706.8393677
06067007423,26752,4638851.821398546
06067007424,31453,12354477.138976911
06067007426,55430,19569194.297909293
06067007427,65718,36336344.26880756
06067007428,69492,18169877.95752072
06067007429,40211,9589281.695475835
06067007430,65750,68602701.37932947
06067007431,69844,73188285.0306261
06067007432,72244,30126418.27034118
06067007433,60387,21294437.782356035
06067007501,41224,8205003.2797184065
06067007503,48929,109313698.50611137
06067007504,45688,123662511.98713979
06067007601,56995,32299701.961363994
