tract,agg_rent,agg_homeval
06067009332,48300,.
06067009403,132500,235474000
06067009404,407900,859294000
06067009406,53200,353279900
06067009407,767100,.
06067009408,217800,.
06067009501,273300,.
06067009502,775700,.
06067009503,424100,136860800
06067009504,333300,108416500
06067009601,801500,.
06067009606,1637900,165807900
06067009608,1209600,383626000
06067009609,742400,247210200
06067009610,1147900,.
06067009611,751600,172742800
06067009612,900400,.
06067009614,913100,446139500
06067009615,1112900,608115000
06067009616,575700,.
06067009617,377600,.
06067009618,682500,.
06067009619,1564900,687950700
06067009622,1227500,708605000
06067009630,1648500,928052600
06067009632,933100,.
06067009633,688900,.
06067009634,1062100,.
06067009635,1098300,468515800
06067009636,925900,653451700
06067009637,434400,544999600
06067009638,542100,889819000
06067009639,608300,207317500
06067009800,203800,127108400
06067009900,541100,387907500
06067988300,39700,.
06069000100,690000,727325500
06069000200,1107300,714743000
06069000300,318500,338315600
06069000400,1090300,327721400
06069000501,670300,.
06069000502,902000,615294000
06069000600,1342600,696068500
06069000701,528100,.
06069000702,990000,.
06069000801,576700,519743500
06069000802,270800,.
06071000103,1218300,.
06071000104,1034400,998668300
06071000105,1018900,1181622200
06071000107,418700,351101100
06071000108,1287400,.
06071000109,612400,.
06071000111,182300,519765300
06071000113,1214700,947630300
06071000115,925100,922110900
06071000116,1935700,1600096400
06071000117,690200,1201339900
06071000118,209800,1112386600
06071000201,1541700,.
06071000203,440000,.
06071000205,648700,.
06071000207,422400,244372000
06071000208,349100,283346000
06071000301,1816600,141865000
06071000303,922400,200749000
06071000304,772200,407977500
06071000401,764500,.
06071000403,254800,.
06071000404,1346800,268334900
06071000501,800900,507143900
06071000503,1177800,.
06071000504,279900,404206000
06071000603,1037800,.
06071000604,830900,.
06071000605,786100,110485700
06071000606,661200,208576400
06071000804,276600,754383800
06071000808,531600,525874400
06071000812,436000,425306000
06071000813,208900,.
06071000814,352200,.
06071000815,266100,.
06071000816,165000,708190500
06071000817,368200,435289600
06071000818,848900,798568800
06071000819,1133800,.
06071000820,253000,.
06071000821,2348900,.
06071000823,2271800,.
06071000824,1698600,181117300
06071000825,1462900,73622000
06071000826,614200,268160500
06071000901,1303000,.
06071000903,1441600,81119500
06071000904,950500,150240000
06071001001,1202100,227552000
06071001002,930500,.
06071001101,758300,150539000
06071001103,613800,392638900
06071001104,1083000,295794000
06071001200,600700,386531800
06071001305,748100,143232200
06071001307,371000,.
06071001308,903800,168202000
06071001309,719300,.
06071001310,674300,.
06071001311,618200,270698300
06071001312,971500,.
06071001400,1150200,.
06071001501,643300,129167300
06071001503,821700,.
06071001504,1700600,.
06071001600,933500,104161000
06071001702,1306100,.
06071001703,606100,413578400
06071001704,795300,268358400
06071001706,1588000,153263800
06071001707,637600,368982300
06071001803,643700,77304500
06071001804,596900,.
06071001806,356800,437863000
06071001808,775700,.
06071001809,476700,237256400
06071001810,684800,185437400
06071001812,906800,.
06071001813,797600,133390600
06071001901,241900,541381900
06071001903,1694900,.
06071001905,1108400,576850500
06071001906,1493800,634723900
06071002010,737000,.
06071002011,139900,.
06071002013,820000,.
06071002014,71900,.
06071002015,666400,415760500
06071002016,618600,374890900
06071002017,280300,1392285100
06071002018,604800,677309200
06071002019,1444100,462054200
06071002021,540600,788008500
06071002022,668600,2127004500
06071002023,2144800,191250200
06071002025,552400,.
06071002027,689300,474499000
06071002028,795500,432250300
06071002029,553000,681684200
06071002031,608100,.
06071002033,1002700,796111600
06071002034,4151400,1545739000
06071002035,1067200,.
06071002036,7162200,.
06071002037,764900,589202400
06071002038,424700,.
06071002101,997800,.
06071002103,1651200,.
06071002105,1101800,.
06071002107,1722100,155460000
06071002109,2988900,.
06071002110,4329800,.
06071002204,722000,.
06071002206,669000,558163900
06071002207,743100,52223000
06071002301,1553900,461036300
06071002304,2238300,1573936300
06071002305,1176000,675592400
06071002306,329200,278057000
06071002307,484800,.
06071002401,853900,.
06071002402,1141100,.
06071002501,990300,.
06071002502,485600,.
06071002601,904500,585604600
06071002602,907300,373466400
06071002604,764000,269291500
06071002606,983700,.
06071002607,701300,483234900
06071002703,404000,.
06071002704,1199700,.
06071002705,255900,334625800
06071002706,355700,725812000
06071002801,779500,167990000
06071002803,765700,74051600
06071002804,1159900,46925000
06071002901,608500,.
06071002902,1034000,211676100
06071003000,720600,.
06071003101,634000,.
06071003102,1199000,.
06071003200,665700,375206800
06071003301,873800,164093000
06071003302,849200,145690100
06071003401,542700,317056900
06071003403,383800,.
06071003404,832300,101685400
06071003405,1322200,.
06071003503,345900,285019500
06071003505,1357600,95511600
06071003506,574700,.
06071003507,451000,.
06071003509,447200,164000300
06071003510,771800,216642100
06071003603,416700,.
06071003605,256400,218231300
06071003606,409500,178074500
06071003607,546200,.
06071003609,490500,158038500
06071003611,693700,170893300
06071003612,535800,116954200
06071003700,857000,.
06071003801,604000,.
06071003803,437800,.
06071003804,662400,251153000
06071003900,302200,165670500
06071004001,419800,.
06071004003,414300,254983600
06071004004,360600,251744000
06071004101,470600,207307000
06071004103,731800,132520200
06071004104,632200,133843000
06071004201,689800,156975500
06071004202,633700,.
06071004301,633800,120428700
06071004302,475400,.
06071004401,135900,137506000
06071004403,425100,.
06071004404,355500,69987100
06071004503,175400,390461400
06071004504,1016100,.
06071004505,861800,.
06071004507,1071300,.
06071004509,761800,224439400
06071004510,783900,123750300
06071004601,1432100,281165900
06071004603,1303000,.
06071004604,816700,158625300
06071004700,563500,110231200
06071004800,489400,.
06071004900,957900,104653600
06071005100,1307400,382659000
06071005200,796400,.
06071005300,769600,187542500
06071005400,1139200,116097200
06071005500,1697600,.
06071005600,1320200,42532900
06071005701,375800,.
06071005800,815000,.
06071006100,1507500,.
06071006201,313900,163510000
06071006203,1167500,.
06071006204,1095900,.
06071006301,964100,108139000
06071006302,1397600,.
06071006401,283300,.
06071006402,798300,88027000
06071006500,1477600,.
06071006601,564100,.
06071006603,317600,252033100
06071006604,371700,.
06071006700,589300,139771900
06071007000,1579000,.
06071007104,287700,.
06071007105,590000,176645200
06071007106,633600,235514300
06071007107,810000,39217600
06071007108,976000,.
06071007109,2128500,150199500
06071007110,803800,247694200
06071007200,971400,155929700
06071007302,1639300,842342300
06071007303,1536500,.
06071007305,1328500,.
06071007306,1943100,170375000
06071007403,1368600,337545000
06071007404,375800,.
06071007407,589200,.
06071007408,720200,.
06071007409,605000,.
06071007410,1041100,.
06071007601,1020600,133659800
06071007603,835300,.
06071007604,508200,211241400
06071007800,2568400,.
06071007901,435400,920789100
06071007903,349600,375854100
06071007904,248300,654662300
06071008001,1019200,379280000
06071008002,1301100,194304500
06071008100,1195100,.
06071008200,1602500,373997500
06071008301,1536500,630426100
06071008302,211000,494893000
06071008401,1556900,623687700
06071008402,407400,.
06071008403,433100,.
06071008404,938600,.
06071008500,433000,1690732300
06071008601,1059600,.
06071008602,425200,276591000
06071008703,285200,1068347600
06071008704,687100,516539200
06071008705,1000600,162855800
06071008706,757000,.
06071008708,300700,337785900
06071008709,622600,149191000
06071008710,713000,93502000
06071008800,1141600,.
06071008901,137000,.
06071009107,459300,.
06071009108,544700,.
06071009109,433000,.
06071009110,1821900,.
06071009112,951100,247459800
06071009114,1436800,.
06071009116,1158700,36871000
06071009117,771400,.
06071009118,3089200,.
06071009119,218500,.
06071009201,652100,328174400
06071009202,238400,273500500
06071009300,149900,50822500
06071009400,710200,19425000
06071009500,1119600,.
06071009707,952400,.
06071009708,405400,.
06071009709,869700,174937800
06071009710,1082400,.
06071009711,1075000,746025300
06071009712,854500,135317600
06071009713,680800,336804000
06071009714,396400,.
06071009715,571200,634559000
06071009716,1332800,.
06071009717,307000,309413500
06071009800,818200,53074700
06071009904,2890900,.
06071009905,816800,.
06071009906,689400,.
06071009908,676700,142219200
06071009910,805000,.
06071009911,786300,.
06071009912,1031700,90035000
06071009913,856700,.
06071010004,1298500,554112000
06071010009,241500,145455000
06071010010,740700,232947800
06071010011,712900,113161200
06071010012,472900,202472400
06071010013,816000,.
06071010014,671600,.
06071010015,472800,.
06071010016,665000,185661800
06071010017,1032600,.
06071010018,897400,.
06071010019,582400,187927300
06071010020,1590000,.
06071010021,569700,.
06071010022,421300,.
06071010023,477300,266045800
06071010024,389400,.
06071010025,1362200,165417500
06071010026,1922100,.
06071010300,310800,172155000
06071010402,1715500,.
06071010409,328700,91629000
06071010410,246700,.
06071010411,1256000,254907500
06071010412,1165300,398323200
06071010413,776200,.
06071010415,1081400,.
06071010416,391900,.
06071010417,230900,.
06071010419,721600,155627000
06071010420,708700,103164700
06071010421,1449400,.
06071010422,312900,.
06071010423,296000,.
06071010424,202300,140917500
06071010700,447300,.
06071010802,620700,417647000
06071010803,298900,239564000
06071010804,479300,.
06071010901,503600,.
06071010902,294600,398085800
06071011001,405000,.
06071011002,81400,.
06071011101,539800,255232000
06071011102,194600,147371600
06071011203,228300,.
06071011204,236800,.
06071011205,322300,.
06071011206,217800,109205000
06071011300,118600,.
06071011401,779500,283055200
06071011403,641300,228269500
06071011404,634800,279404500
06071011500,256400,.
06071011600,1031500,.
06071011700,172300,45163100
06071011800,752600,.
06071011900,343900,.
06071012001,662000,147964000
06071012002,639400,.
06071012101,686600,383924400
06071012103,262600,.
06071012104,373400,.
06071012200,710300,288671000
06071012300,.,.
06071012400,377000,97758500
06071012500,598700,.
06071012700,381200,.
06071025000,3016000,.
06071025100,118600,.
06071940100,62000,.
06071980100,.,.
06071980200,.,.
06073000100,250300,.
06073000201,788800,386332400
06073000202,2277800,663569000
06073000300,2979700,502057000
06073000400,2390600,231324500
06073000500,1458400,.
06073000600,1770300,235532700
06073000700,2461600,432016000
06073000800,2402900,262121000
06073000900,3018600,150846400
06073001000,2378200,299240400
06073001100,1752900,182022500
06073001200,2918300,.
06073001300,3644600,233124000
06073001400,1502300,424010000
06073001500,1504800,.
06073001600,2091100,155462500
06073001700,2060300,242754700
06073001800,2461900,188890000
06073001900,941800,487673400
06073002001,820700,1024381400
06073002002,737100,483661900
06073002100,2248600,322682100
06073002201,1134500,.
06073002202,1628100,.
06073002301,1243900,.
06073002302,2130100,.
06073002401,1571900,118357000
06073002402,1522600,34940000
06073002501,1030100,249310000
06073002502,1272200,.
06073002601,1365700,111596000
06073002602,1045700,85015000
06073002702,2046200,218909200
06073002703,1444400,346363700
06073002705,701500,259448300
06073002707,1410800,.
06073002708,1742500,.
06073002709,1038000,.
06073002710,974800,.
06073002711,939500,.
06073002712,879300,.
06073002801,695000,.
06073002803,1791300,.
06073002804,1001600,440812400
06073002902,2207100,473633400
06073002903,760100,325819500
06073002904,2713600,243420000
06073002905,1766800,.
06073003001,390600,292653400
06073003003,783100,.
06073003004,853800,170273600
06073003101,283800,293739900
06073003103,625100,.
06073003105,519000,252567500
06073003107,655100,386346500
06073003108,494600,227939900
06073003109,416400,215048200
06073003111,1239600,224433200
06073003112,365900,.
06073003113,382500,373376900
06073003114,301100,.
06073003115,677100,.
06073003201,1753000,.
06073003202,496800,260935000
06073003204,365200,.
06073003207,1607500,.
06073003208,1467200,.
06073003209,1273200,.
06073003211,294000,.
06073003212,296200,323375000
06073003213,327000,389706700
06073003214,766100,360402800
06073003301,818300,85502000
06073003303,1018600,87250000
06073003304,791500,.
06073003305,1018600,145305000
06073003401,1128800,361102300
06073003403,702700,.
06073003404,797700,171015000
06073003501,833100,77519900
06073003502,938300,81552000
06073003601,491400,.
06073003602,554200,64132300
06073003603,874200,80295000
06073003800,.,.
06073003901,806200,.
06073003902,800500,.
06073004000,967800,78760000
06073004100,3146900,192795000
06073004200,902900,1044133400
06073004300,1417200,589495000
06073004400,1431800,434026300
06073004501,1360000,.
06073004600,1200700,.
06073004700,688600,49615000
06073004800,849000,.
06073004900,1254400,.
06073005000,536300,.
06073005100,3448200,.
06073005200,4993000,.
06073005300,2789300,390805100
06073005400,4418900,1566008200
06073005500,.,.
06073005600,3508200,279947600
06073005700,819700,.
06073005800,3334100,225079000
06073005900,2194900,286401000
06073006000,1885100,.
06073006100,1013400,299170300
06073006200,.,.
06073006300,.,.
06073006500,1618600,193380000
06073006600,963300,.
06073006801,1174700,.
06073006802,2817200,.
06073006900,1304600,1193757000
06073007002,394000,955946000
06073007100,1623200,.
06073007200,810500,.
06073007301,3174400,.
06073007302,479600,.
06073007400,2946500,772170300
06073007501,2520200,.
06073007502,1953500,233237200
06073007600,2551100,.
06073007701,2678700,557440000
